,1,2,5,10,20,50,100
10,1000000000.0,1000000000.0,1000000000.0,1000000000.0,0.0,0.0,0.0
20,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,0.0,0.0
50,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,0.0
100,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0
200,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0
500,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0
1000,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0
